ride_type,ride_category,status,tip,surge,duration,distance,pickup_address,dropoff_address,pickup_zip,dropoff_zip,earnings,ride_start,ride_end
UberX,TRIP,COMPLETED,0.0,0.0,954,3.3,"W Wellington Ave, Chicago, IL 60618-8107, US","W Balmoral Ave, Chicago, IL 60625-1001, US",60618,60625,8.0,2023-08-11 22:55:26,2023-08-11 23:11:20
UberX,TRIP,COMPLETED,0.0,1.5,1650,10.3,"N Campbell Ave, Chicago, IL 60622-2938, US","Keating Ave, Skokie, IL 60076-3007, US",60622,60076,17.8,2023-08-11 19:13:28,2023-08-11 19:40:58
UberX,TRIP,COMPLETED,0.0,2.5,1275,6.3,"W Grand Ave, Chicago, IL 60707, US","S Kenneth Ave, Chicago, IL 60624-3439, US",60707,60624,15.32,2023-08-11 18:24:58,2023-08-11 18:46:13
UberX Share,CT,COMPLETED,0.0,0.0,4020,13.9,"W Madison St, Chicago, IL 60661-7600, US","N Mango Ave, Chicago, IL 60639-2823, US",60661,60639,28.77,2023-08-11 17:12:31,2023-08-11 18:19:31
UberX,TRIP,COMPLETED,1.0,1.0,602,1.7,"W Augusta Blvd, Chicago, IL 60642-5301, US","N Green St, Chicago, IL 60607, US",60642,60607,6.69,2023-08-11 17:02:37,2023-08-11 17:12:39
UberX,TRIP,CANCELED,0.0,0.0,0,0.0,"883 N Halsted St, Chicago, IL 60642, US","N Morgan St, Chicago, IL 60642, US",60642,60642,0.0,2023-08-11 16:54:04,2023-08-11 16:54:04
UberX Share,CT,COMPLETED,3.0,0.0,1146,2.7,"W Arlington Pl, Chicago, IL 60614, US","N Morgan St, Chicago, IL 60642-6536, US",60614,60642,9.73,2023-08-11 16:31:38,2023-08-11 16:50:44
UberX,TRIP,COMPLETED,0.0,1.5,1572,4.8,"W Fullerton Ave, Chicago, IL 60639, US","W Arlington Pl, Chicago, IL 60614-5917, US",60639,60614,13.07,2023-08-11 16:09:21,2023-08-11 16:35:33
Comfort,TRIP,COMPLETED,6.93,0.0,2256,13.3,"Orrington Ave, Evanston, IL 60201-3828, US","N Michigan Ave, Chicago, IL 60611, US",60201,60611,30.02,2023-08-11 11:03:57,2023-08-11 11:41:33
UberX,TRIP,COMPLETED,5.58,0.0,1496,12.3,"E Erie St, Chicago, IL 60611-4400, US","Campus Dr, Evanston, IL 60208, US",60611,60208,19.76,2023-08-11 10:33:37,2023-08-11 10:58:33
Comfort,TRIP,COMPLETED,0.0,0.0,718,5.0,"N Racine Ave, Chicago, IL 60657-3320, US","E Erie St, Chicago, IL 60611-2910, US",60657,60611,9.86,2023-08-11 10:16:36,2023-08-11 10:28:34
UberX,TRIP,COMPLETED,5.0,0.0,984,4.3,"W Chicago Ave, Chicago, IL 60642-5701, US","N Southport Ave, Chicago, IL 60657, US",60642,60657,13.86,2023-08-11 09:59:48,2023-08-11 10:16:12
UberX,TRIP,COMPLETED,0.0,0.0,1429,5.8,"N La Crosse Ave, Chicago, IL 60639-3335, US","W Chestnut St, Chicago, IL 60642-5481, US",60639,60642,13.78,2023-08-11 09:22:08,2023-08-11 09:45:57
UberX,TRIP,COMPLETED,0.0,0.0,505,1.8,"N Kilbourn Ave, Chicago, IL 60639-3410, US","N Kilpatrick Ave, Chicago, IL 60641, US",60639,60641,5.67,2023-08-11 09:13:44,2023-08-11 09:22:09
Connect Express,TRIP,COMPLETED,0.0,0.0,1867,9.3,"N Leclaire Ave, Chicago, IL 60639-4423, US","W Washington St, Chicago, IL 60602-2373, US",60639,60602,11.21,2023-08-09 10:22:27,2023-08-09 10:53:34
UberX,TRIP,COMPLETED,0.0,2.5,622,4.0,"W Madison St, Chicago, IL 60661-3520, US","W 35th St, Chicago, IL 60616, US",60661,60616,11.03,2023-08-08 19:34:13,2023-08-08 19:44:35
UberX,TRIP,COMPLETED,4.59,0.0,3216,10.6,"W Devon Ave, Chicago, IL 60659, US","W Harrison St, Chicago, IL 60607, US",60659,60607,25.6,2023-08-08 18:43:34,2023-08-08 19:37:10
UberX,TRIP,COMPLETED,0.0,1.0,1987,7.3,"W Grand Ave, Chicago, IL 60612, US","N Western Ave, Chicago, IL 60659-2818, US",60612,60659,17.88,2023-08-08 17:55:11,2023-08-08 18:28:18
UberX Share,CT,COMPLETED,0.0,0.0,0,0.0,"433 W Van Buren St, Chicago, IL 60607-5056, US","210 S Desplaines St, Chicago, IL 60661-5502, US",60607,60661,0.0,2023-08-08 17:21:36,2023-08-08 17:21:36
UberX Share,CT,COMPLETED,0.0,1.0,1906,3.4,"W Van Buren St, Chicago, IL 60607, US","N Leavitt St, Chicago, IL 60622-4809, US",60607,60622,11.79,2023-08-08 17:14:10,2023-08-08 17:45:56
UberX,TRIP,COMPLETED,1.0,0.0,786,3.1,"W Grand Ave, Chicago, IL 60622-6308, US","S Dearborn St, Chicago, IL 60605-1529, US",60622,60605,7.96,2023-08-08 17:00:31,2023-08-08 17:13:37
UberX,TRIP,COMPLETED,0.0,0.0,818,2.4,"N Clinton St, Chicago, IL 60654, US","N Wood St, Chicago, IL 60622, US",60654,60622,6.01,2023-08-08 16:44:05,2023-08-08 16:57:43
UberX,TRIP,COMPLETED,5.0,0.0,923,1.9,"N Clybourn Ave, Chicago, IL 60614-5520, US","N Kingsbury St, Chicago, IL 60654-5721, US",60614,60654,10.26,2023-08-08 16:32:03,2023-08-08 16:47:26
UberX,TRIP,COMPLETED,0.0,1.75,1594,9.1,"N Western Ave, Chicago, IL 60622, US","N Kenmore Ave, Chicago, IL 60660-2954, US",60622,60660,17.42,2023-08-20 01:20:14,2023-08-20 01:46:48
UberX,TRIP,COMPLETED,5.0,1.25,850,3.2,"N Lincoln Ave, Chicago, IL 60614, US","N Honore St, Chicago, IL 60622-3717, US",60614,60622,12.7,2023-08-20 01:06:25,2023-08-20 01:20:35
UberX,TRIP,COMPLETED,1.0,2.75,1296,7.3,"S Wentworth Ave, Chicago, IL 60616, US","N Lincoln Ave, Chicago, IL 60614, US",60616,60614,14.72,2023-08-20 00:46:32,2023-08-20 01:08:08
UberX,TRIP,COMPLETED,0.0,2.0,668,4.8,"W Illinois St, Chicago, IL 60654, US","31st St, Chicago, IL 60616, US",60654,60616,8.99,2023-08-20 00:26:42,2023-08-20 00:37:50
UberX,TRIP,COMPLETED,4.58,4.0,895,7.3,"W 35th St, Chicago, IL 60609-1305, US","N Clark St, Chicago, IL 60654, US",60609,60654,18.87,2023-08-20 00:09:20,2023-08-20 00:24:15
UberX,TRIP,COMPLETED,0.0,0.0,496,1.3,"S Hermitage Ave, Chicago, IL 60636-1214, US","W 47th St, Chicago, IL 60609-3824, US",60636,60609,5.43,2023-08-19 23:39:04,2023-08-19 23:47:20
UberX,TRIP,COMPLETED,0.0,0.0,882,3.7,"W 31st Pl, Chicago, IL 60608, US","S Loomis Blvd, Chicago, IL 60609-5956, US",60608,60609,9.38,2023-08-19 23:19:22,2023-08-19 23:34:04
UberX,TRIP,COMPLETED,0.0,1.5,470,1.0,"S Lytle St, Chicago, IL 60607, US","W 18th St, Chicago, IL 60608-2355, US",60607,60608,5.96,2023-08-19 23:17:41,2023-08-19 23:25:31
UberX,TRIP,COMPLETED,0.0,1.25,841,3.4,"E Lake St, Chicago, IL 60601, US","W Taylor St, Chicago, IL 60607, US",60601,60607,8.81,2023-08-19 22:03:06,2023-08-19 22:17:07
UberX,TRIP,COMPLETED,5.0,1.0,697,1.5,"E Grand Ave, Chicago, IL 60611-3426, US","E Randolph St, Chicago, IL 60601, US",60611,60601,11.26,2023-08-19 21:46:33,2023-08-19 21:58:10
UberX,TRIP,COMPLETED,0.0,0.0,2015,13.5,"Noyes St, Evanston, IL 60201, US","N Streeter Dr, Chicago, IL 60611, US",60201,60611,17.6,2023-08-19 21:16:54,2023-08-19 21:50:29
UberX,TRIP,COMPLETED,5.78,0.0,883,2.4,"Washington Ct, Wilmette, IL 60091-2615, US","Norwood Ct, Evanston, IL 60201, US",60091,60201,11.45,2023-08-19 20:49:59,2023-08-19 21:04:42
UberX,TRIP,COMPLETED,6.39,0.0,1619,15.6,"W McLean Ave, Chicago, IL 60647, US","Central Ave, Wilmette, IL 60091, US",60647,60091,22.3,2023-08-19 20:26:08,2023-08-19 20:53:07
UberX,TRIP,COMPLETED,11.99,2.5,2520,18.7,"E Bellevue Pl, Chicago, IL 60611, US","Terminal 3, O'Hare International Airport (ORD), Chicago, IL 60666, US",60611,60666,38.41,2023-08-18 12:54:21,2023-08-18 13:36:21
Comfort,TRIP,COMPLETED,0.0,1.0,2360,7.3,"N Spaulding Ave, Chicago, IL 60618-7533, US","N Rush St, Chicago, IL 60611, US",60618,60611,21.72,2023-08-18 12:15:46,2023-08-18 12:55:06
UberX,TRIP,COMPLETED,4.59,0.0,1950,9.1,"W Rascher Ave, Chicago, IL 60640-1205, US","Chicago, IL 60607, US",60640,60607,19.62,2023-08-17 18:59:09,2023-08-17 19:31:39
UberX,TRIP,COMPLETED,6.47,0.0,3302,13.2,"E 43rd St, Chicago, IL 60653-2947, US","N Ravenswood Ave, Chicago, IL 60640-4409, US",60653,60640,25.92,2023-08-17 17:20:29,2023-08-17 18:15:31
UberX,TRIP,COMPLETED,3.03,1.0,2024,12.9,"N Kedzie Ave, Chicago, IL 60618-7601, US","S Lake Park Ave, Chicago, IL 60653-3704, US",60618,60653,21.12,2023-08-17 16:40:10,2023-08-17 17:13:54
UberX,TRIP,COMPLETED,0.0,1.5,1197,3.8,"N Clybourn Ave, Chicago, IL 60614, US","W Diversey Ave, Chicago, IL 60647-1126, US",60614,60647,10.41,2023-08-17 16:12:22,2023-08-17 16:32:19
UberX,TRIP,COMPLETED,3.0,0.0,420,1.4,"W Fullerton Pkwy, Chicago, IL 60614-2814, US","N Dayton St, Chicago, IL 60614-5028, US",60614,60614,7.46,2023-08-17 16:01:54,2023-08-17 16:08:54
UberX,TRIP,COMPLETED,3.0,0.0,209,0.5,"N Halsted St, Chicago, IL 60614-2403, US","N Clark St, Chicago, IL 60614-3423, US",60614,60614,5.94,2023-08-17 15:54:56,2023-08-17 15:58:25
UberX,TRIP,COMPLETED,0.0,2.0,191,0.3,"50th Ave, Bellwood, IL 60104-1735, US","Speechley Blvd, Hillside, IL 60162, US",60104,60162,7.0,2023-08-17 10:19:17,2023-08-17 10:22:28
UberX,TRIP,COMPLETED,10.38,3.75,3185,15.6,"Davis St, Evanston, IL 60201-4401, US","Terminal 1, O'Hare International Airport (ORD), Chicago, IL 60666, US",60201,60666,33.28,2023-08-17 09:02:20,2023-08-17 09:55:25
UberX,TRIP,COMPLETED,0.0,1.0,3720,14.9,"W Palmer St, Chicago, IL 60639-3760, US","Sherman Ave, Evanston, IL 60201-5621, US",60639,60201,24.73,2023-08-17 07:59:08,2023-08-17 09:01:08
UberX,TRIP,COMPLETED,6.99,0.0,4440,11.7,"N River Rd, Rosemont, IL 60018, US","W Addison St, Chicago, IL 06061, US",60018,06061,34.52,2023-08-16 18:28:21,2023-08-16 19:42:21
UberX,TRIP,COMPLETED,25.0,0.0,927,5.5,"N Harlem Ave, Chicago, IL 60656, US","Gates M1 - M21, O'Hare International Airport (ORD), Chicago, IL 60666, US",60656,60666,33.97,2023-08-16 18:02:53,2023-08-16 18:18:20
UberX Share,CT,COMPLETED,0.0,0.0,3423,11.5,"N Ashland Ave, Chicago, IL 60657, US","W Lawrence Ave, Harwood Heights, IL 60706-3412, US",60657,60706,21.39,2023-08-16 16:39:09,2023-08-16 17:36:12
UberX,TRIP,COMPLETED,0.0,0.0,1837,6.0,"W Palmer St, Chicago, IL 60639-3461, US","W Addison St, Chicago, IL 60613, US",60639,60613,13.17,2023-08-16 16:12:26,2023-08-16 16:43:03
UberX,TRIP,COMPLETED,0.0,0.0,969,4.4,"N Jefferson St, Chicago, IL 60661, US","N California Ave, Chicago, IL 60622, US",60661,60622,7.69,2023-08-16 09:55:06,2023-08-16 10:11:15
UberX Share,CT,COMPLETED,0.0,1.75,849,1.3,"E 8th St, Chicago, IL 60605-2187, US","S Wacker Dr, Chicago, IL 60606, US",60605,60606,5.99,2023-08-16 09:33:09,2023-08-16 09:47:18
UberX,TRIP,COMPLETED,0.0,1.5,571,3.6,"E 32nd St, Chicago, IL 60616-4013, US","Michigan Ave, Chicago, IL 60605, US",60616,60605,7.79,2023-08-16 09:22:25,2023-08-16 09:31:56
UberX,TRIP,COMPLETED,0.0,0.0,2602,16.6,"W Touhy Ave, Lincolnwood, IL 60712-2602, US","S Dr Martin Luther King Jr Dr, Chicago, IL 60616, US",60712,60616,19.5,2023-08-16 08:38:56,2023-08-16 09:22:18
UberX,TRIP,COMPLETED,5.0,0.0,429,1.5,"N Kedzie Ave, Chicago, IL 60645, US","Touhy Ave, Skokie, IL 60076, US",60645,60076,12.91,2023-08-16 08:18:34,2023-08-16 08:25:43
UberX,TRIP,COMPLETED,0.0,1.75,1501,6.8,"N Keystone Ave, Chicago, IL 60639-3723, US","N Artesian Ave, Chicago, IL 60659-5033, US",60639,60659,14.15,2023-08-16 07:54:56,2023-08-16 08:19:57
UberX,TRIP,COMPLETED,5.0,0.0,432,3.2,"Bryn Mawr Ave, Rosemont, IL 60018, US","Terminal 2, O'Hare International Airport (ORD), Chicago, IL 60666, US",60018,60666,10.63,2023-08-15 19:15:29,2023-08-15 19:22:41
UberX,TRIP,COMPLETED,3.0,0.0,651,1.2,"N River Rd, Rosemont, IL 60018, US","Park Pl, Rosemont, IL 60018, US",60018,60018,7.51,2023-08-15 18:58:49,2023-08-15 19:09:40
UberX,TRIP,COMPLETED,5.0,0.0,333,2.0,"W Bryn Mawr Ave, Chicago, IL 60631, US","N River Rd, Rosemont, IL 60018, US",60631,60018,10.39,2023-08-15 18:51:27,2023-08-15 18:57:00
UberX,TRIP,COMPLETED,0.0,0.0,3082,17.0,"N Bishop St, Chicago, IL 60607-1808, US","Terminal 1, O'Hare International Airport (ORD), Chicago, IL 60666, US",60607,60666,28.15,2023-08-15 17:11:50,2023-08-15 18:03:12
UberX,TRIP,COMPLETED,0.0,0.0,1474,5.6,"W Warren Blvd, Chicago, IL 60612-2415, US","W Warren Blvd, Chicago, IL 60612-2415, US",60612,60612,15.35,2023-08-15 16:31:11,2023-08-15 16:55:45
UberX,TRIP,COMPLETED,0.0,0.0,1277,5.0,"W Belmont Ave, Chicago, IL 60657-3324, US","N Loomis St, Chicago, IL 60607-1994, US",60657,60607,9.95,2023-08-15 16:07:28,2023-08-15 16:28:45
UberX,TRIP,COMPLETED,0.0,0.0,599,2.1,"W North Ave, Chicago, IL 60642, US","W Belmont Ave, Chicago, IL 60657, US",60642,60657,6.36,2023-08-15 15:57:16,2023-08-15 16:07:15
UberX,TRIP,COMPLETED,5.0,0.0,757,2.7,"E Walton Pl, Chicago, IL 60611-1649, US","N Carpenter St, Chicago, IL 60607, US",60611,60607,11.37,2023-08-15 10:10:45,2023-08-15 10:23:22
UberX,TRIP,COMPLETED,5.0,0.0,380,1.2,"N State St, Chicago, IL 60601, US","E Delaware Pl, Chicago, IL 60611-1713, US",60601,60611,9.31,2023-08-15 09:57:20,2023-08-15 10:03:40
UberX,TRIP,COMPLETED,3.13,4.25,895,2.3,"123 E Cermak Rd Ste 300, Chicago, 60616, US","S State St, Chicago, IL 60603, US",60616,60603,13.39,2023-08-15 09:38:52,2023-08-15 09:53:47
UberX Share,CT,COMPLETED,12.44,15.0,3330,12.6,"N Troy St, Chicago, IL 60612-1032, US","S Dr Martin Luther King Jr Dr, Chicago, IL 60616, US",60612,60616,52.76,2023-08-15 08:25:28,2023-08-15 09:20:58
UberX,TRIP,COMPLETED,0.0,0.0,515,1.8,"N Washtenaw Ave, Chicago, IL 60647-4222, US","N Saint Louis Ave, Chicago, IL 60647-1205, US",60647,60647,5.94,2023-08-26 20:55:56,2023-08-26 21:04:31
UberX,TRIP,COMPLETED,0.0,0.0,1190,4.4,"W Addison St, Chicago, IL 60613, US","N Whipple St, Chicago, IL 60647-3811, US",60613,60647,9.29,2023-08-26 20:24:39,2023-08-26 20:44:29
UberX,TRIP,COMPLETED,3.0,0.0,723,2.3,"W Berwyn Ave, Chicago, IL 60640-2006, US","N Southport Ave, Chicago, IL 60613-3718, US",60640,60613,8.88,2023-08-26 20:09:35,2023-08-26 20:21:38
UberX,TRIP,COMPLETED,1.0,0.0,994,3.4,"N Virginia Ave, Chicago, IL 60659-3707, US","N Broadway St, Chicago, IL 60640, US",60659,60640,9.94,2023-08-26 19:50:02,2023-08-26 20:06:36
UberX,TRIP,COMPLETED,0.0,0.0,2682,10.9,"W Carroll Ave, Chicago, IL 60624, US","N Glenwood Ave, Chicago, IL 60626-3412, US",60624,60626,19.08,2023-08-26 18:20:05,2023-08-26 19:04:47
UberX,TRIP,COMPLETED,0.0,0.0,970,4.8,"S Canal St, Chicago, IL 60607, US","W Fulton St, Chicago, IL 60612-1707, US",60607,60612,12.68,2023-08-26 17:50:09,2023-08-26 18:06:19
UberX,TRIP,COMPLETED,5.0,0.0,1589,6.7,"W Wrightwood Ave, Chicago, IL 60647-1151, US","W Van Buren St, Chicago, IL 60607, US",60647,60607,22.36,2023-08-26 17:19:18,2023-08-26 17:45:47
UberX,TRIP,COMPLETED,5.48,0.0,2153,6.7,"N Lowell Ave, Chicago, IL 60641-3835, US","W Randolph St, Chicago, IL 60607, US",60641,60607,23.14,2023-08-26 15:51:27,2023-08-26 16:27:20
UberX,TRIP,COMPLETED,0.0,0.0,1310,3.7,"1932 W Division St, Chicago, IL 60622, US","N Milwaukee Ave, Chicago, IL 60618-6631, US",60622,60618,11.42,2023-08-26 15:25:48,2023-08-26 15:47:38
UberX,TRIP,COMPLETED,5.0,2.5,1532,7.3,"Chicago, IL 60640, US","N Paulina St, Chicago, IL 60622-5030, US",60640,60622,22.43,2023-08-26 14:26:53,2023-08-26 14:52:25
UberX,TRIP,COMPLETED,0.0,1.5,1897,6.6,"W Huron St, Chicago, IL 60642-5914, US","18th Dr, Chicago, IL 60605, US",60642,60605,17.83,2023-08-26 12:42:29,2023-08-26 13:14:06
UberX,TRIP,COMPLETED,3.0,1.0,795,1.7,"E Chicago Ave, Chicago, IL 60611, US","W Grand Ave, Chicago, IL 60654-5508, US",60611,60654,9.49,2023-08-26 12:23:12,2023-08-26 12:36:27
UberX,TRIP,COMPLETED,0.0,0.0,1664,4.8,"N Rockwell St, Chicago, IL 60647-5217, US","E Ontario St, Chicago, IL 60611, US",60647,60611,12.03,2023-08-26 11:47:32,2023-08-26 12:15:16
UberX,TRIP,COMPLETED,0.0,0.0,736,2.4,"W North Ave, Chicago, IL 60639-4829, US","W North Ave, Chicago, IL 60647-5315, US",60639,60647,9.44,2023-08-26 11:37:16,2023-08-26 11:49:32
UberX,TRIP,COMPLETED,4.38,0.0,2789,5.5,"N Southport Ave, Chicago, IL 60657-3224, US","S Aberdeen St, Chicago, IL 60607-4248, US",60657,60607,18.26,2023-08-25 17:48:22,2023-08-25 18:34:51
UberX,TRIP,COMPLETED,0.0,0.0,482,1.1,"W Melrose St, Chicago, IL 60657-3415, US","W Wellington Ave, Chicago, IL 60657, US",60657,60657,4.11,2023-08-25 17:35:41,2023-08-25 17:43:43
UberX,TRIP,COMPLETED,0.0,1.25,1554,5.2,"N Milwaukee Ave, Chicago, IL 60622-9317, US","W Melrose St, Chicago, IL 60657-3751, US",60622,60657,15.35,2023-08-25 17:06:07,2023-08-25 17:32:01
UberX Priority,TRIP,COMPLETED,0.0,1.0,1503,2.6,"N La Salle Dr, Chicago, IL 60654, US","N Ashland Ave, Chicago, IL 60622-2220, US",60654,60622,14.05,2023-08-25 16:41:53,2023-08-25 17:06:56
UberX,TRIP,COMPLETED,0.0,0.0,1080,3.7,"S Pulaski Rd, Alsip, IL 60803, US","S Kedzie Ave, Alsip, IL 60803, US",60803,60803,11.09,2023-08-24 21:39:10,2023-08-24 21:57:10
UberX,TRIP,COMPLETED,0.0,4.75,862,3.7,"S Cicero Ave, Bedford Park, IL 60638, US","S Kenneth Ave, Oak Lawn, IL 60453-3218, US",60638,60453,14.03,2023-08-24 21:12:46,2023-08-24 21:27:08
UberX,TRIP,COMPLETED,0.0,0.0,1983,12.6,"N Ogden Ave, Chicago, IL 60642, US","S Cicero Ave, Chicago, IL 60638, US",60642,60638,15.35,2023-08-24 20:42:45,2023-08-24 21:15:48
UberX,TRIP,COMPLETED,3.0,0.0,770,2.5,"N Southport Ave, Chicago, IL 60657-4229, US","N Elston Ave, Chicago, IL 60642, US",60657,60642,9.33,2023-08-24 20:28:37,2023-08-24 20:41:27
UberX,TRIP,COMPLETED,0.0,5.5,2970,7.4,"N Jefferson St, Chicago, IL 60661-1117, US","N Clark St, Chicago, IL 60613-3828, US",60661,60613,22.45,2023-08-24 19:06:24,2023-08-24 19:55:54
UberX,TRIP,COMPLETED,0.0,1.75,671,2.0,"W Harrison St, Chicago, IL 60612, US","N Jefferson St, Chicago, IL 60661, US",60612,60661,7.01,2023-08-24 18:57:34,2023-08-24 19:08:45
Connect Express,TRIP,COMPLETED,0.0,0.0,4680,32.9,"Noble Ct, Northbrook, IL 60062-2929, US","W Jackson Blvd, Chicago, IL 60612, US",60062,60612,27.86,2023-08-24 17:22:42,2023-08-24 18:40:42
UberX,TRIP,COMPLETED,5.0,0.0,282,1.8,"Techny Rd, Northbrook, IL 60062, US","Shermer Rd, Northbrook, IL 60062, US",60062,60062,9.84,2023-08-24 17:10:10,2023-08-24 17:14:52
UberX,TRIP,COMPLETED,0.0,0.0,353,2.0,"Techny Rd, Northbrook, IL 60062, US","Shermer Rd, Northbrook, IL 60062, US",60062,60062,4.7,2023-08-24 17:02:28,2023-08-24 17:08:21
UberX,TRIP,CANCELED,0.0,0.0,0,0.0,"414 W Frontage Rd, Northfield, IL 60093-3010, US","1220 Fredrickson Pl, Highland Park, IL 60035, US",60093,60035,0.0,2023-08-24 16:14:07,2023-08-24 16:14:07
UberX,TRIP,COMPLETED,6.48,0.0,2981,18.6,"Ridge Ave, Evanston, IL 60201-2715, US","Pfingsten Rd, Northbrook, IL 60062, US",60201,60062,29.07,2023-08-24 15:50:15,2023-08-24 16:39:56
UberX,TRIP,COMPLETED,0.0,7.0,2681,17.1,"N Dearborn St, Chicago, IL 60654, US","Mannheim Rd, Rosemont, IL 60018, US",60654,60018,27.84,2023-08-24 09:02:52,2023-08-24 09:47:33
UberX,TRIP,COMPLETED,0.0,3.0,2729,8.2,"N Lowell Ave, Chicago, IL 60639-3508, US","N La Salle St, Chicago, IL 60602, US",60639,60602,18.52,2023-08-24 08:21:48,2023-08-24 09:07:17
UberX,TRIP,COMPLETED,0.0,1.5,1974,9.4,"4400 N Clark St, Chicago, IL 60640, US","Gross Point Rd, Evanston, IL 60201-4964, US",60640,60201,18.28,2023-08-23 18:00:20,2023-08-23 18:33:14
Comfort,TRIP,CANCELED,0.0,0.0,0,0.0,"4003 N Broadway, Chicago, IL 60613-2110, US","4350 N Broadway, Chicago, IL 60613, US",60613,60613,0.0,2023-08-23 17:51:06,2023-08-23 17:51:06
UberX,TRIP,COMPLETED,0.0,0.0,628,1.6,"N Marine Dr, Chicago, IL 60613, US","N Beacon St, Chicago, IL 60640-4618, US",60613,60640,5.97,2023-08-23 17:43:23,2023-08-23 17:53:51
Connect Express,TRIP,COMPLETED,0.0,1.0,1287,3.6,"N Southport Ave, Chicago, IL 60613-1909, US","N Kenmore Ave, Chicago, IL 60660-3645, US",60613,60660,6.76,2023-08-23 16:57:19,2023-08-23 17:18:46
UberX,TRIP,COMPLETED,0.0,1.5,920,3.2,"N Hoyne Ave, Chicago, IL 60618-6109, US","W Lawrence Ave, Chicago, IL 60640-5025, US",60618,60640,9.15,2023-08-23 16:42:09,2023-08-23 16:57:29
UberX,TRIP,COMPLETED,1.0,1.0,1157,3.7,"W Irving Park Rd, Chicago, IL 60641-2830, US","N Lincoln Ave, Chicago, IL 60613-3518, US",60641,60613,11.56,2023-08-23 16:09:09,2023-08-23 16:28:26
UberX,TRIP,COMPLETED,3.0,0.0,610,1.6,"N Morgan St, Chicago, IL 60642, US","N La Salle St, Chicago, IL 60602, US",60642,60602,6.91,2023-08-23 10:56:45,2023-08-23 11:06:55
UberX,TRIP,COMPLETED,0.0,1.25,1324,4.2,"W Belmont Ave Ste 100, Chicago, IL 60657, US","N Morgan St, Chicago, IL 60607, US",60657,60607,10.88,2023-08-23 10:32:52,2023-08-23 10:54:56
UberX,TRIP,COMPLETED,0.0,0.0,911,4.7,"W Madison St, Chicago, IL 60661-7600, US","N Southport Ave, Chicago, IL 60657-4112, US",60661,60657,7.43,2023-08-23 10:16:57,2023-08-23 10:32:08
UberX,TRIP,COMPLETED,0.0,0.0,373,0.8,"N Morgan St, Chicago, IL 60607, US","N Clinton St, Chicago, IL 60661-2302, US",60607,60661,3.24,2023-08-23 10:06:40,2023-08-23 10:12:53
UberX,TRIP,COMPLETED,1.0,1.0,627,1.5,"W Institute Pl, Chicago, IL 60610, US","N Morgan St, Chicago, IL 60607-1321, US",60610,60607,7.58,2023-08-23 09:56:47,2023-08-23 10:07:14
UberX,TRIP,COMPLETED,0.0,3.75,2262,6.5,"W Van Buren St, Chicago, IL 60644-4952, US","N Wacker Dr, Chicago, IL 60606-2850, US",60644,60606,18.83,2023-08-23 08:55:50,2023-08-23 09:33:32
UberX,TRIP,COMPLETED,0.0,4.0,685,2.3,"N Avers Ave, Chicago, IL 60651-2131, US","W Madison St, Chicago, IL 60624-2288, US",60651,60624,10.96,2023-08-23 08:34:02,2023-08-23 08:45:27
UberX,TRIP,COMPLETED,5.68,0.0,2428,13.0,"E Adams St, Chicago, IL 60603-5602, US","N Milwaukee Ave, Niles, IL 60714, US",60603,60714,23.92,2023-08-22 19:12:19,2023-08-22 19:52:47
UberX,TRIP,COMPLETED,0.0,2.0,1000,6.2,"W Fulton St, Chicago, IL 60607-1123, US","S Lake Shore Dr, Chicago, IL 60605, US",60607,60605,12.0,2023-08-22 18:41:58,2023-08-22 18:58:38
UberX,TRIP,COMPLETED,0.0,0.0,2339,11.1,"N Ashland Blvd, Chicago, IL 60626-1951, US","N May St, Chicago, IL 60642-5825, US",60626,60642,20.71,2023-08-22 18:03:03,2023-08-22 18:42:02
UberX,TRIP,COMPLETED,0.0,0.0,1984,6.9,"W Addison St, Chicago, IL 60613-3615, US","Hinman Ave, Evanston, IL 60201-4503, US",60613,60201,14.81,2023-08-22 17:16:55,2023-08-22 17:49:59
UberX,TRIP,COMPLETED,0.0,1.25,925,3.2,"W Belden Ave, Chicago, IL 60647, US","N Paulina St, Chicago, IL 60657, US",60647,60657,8.46,2023-08-22 16:55:46,2023-08-22 17:11:11
UberX,TRIP,COMPLETED,0.0,0.0,986,8.7,"Oglesby Ave, Calumet City, IL 60409-2235, US","S Laflin St, Chicago, IL 60643-5032, US",60409,60643,11.22,2023-08-21 15:02:57,2023-08-21 15:19:23
UberX Priority,TRIP,COMPLETED,5.56,0.0,1517,14.9,"S Maryland Ave, Chicago, IL 60637, US","Madison Ave, Calumet City, IL 60409-2807, US",60637,60409,24.13,2023-08-21 14:36:25,2023-08-21 15:01:42
UberX,TRIP,COMPLETED,0.0,0.0,340,1.7,"E 60th St, Chicago, IL 60637, US","1500 E 55th St, Chicago, 60615, US",60637,60615,4.47,2023-08-21 14:18:53,2023-08-21 14:24:33
UberX,TRIP,COMPLETED,0.0,0.0,754,2.4,"S Lake Park Ave, Chicago, IL 60615, US","S Maryland Ave, Chicago, IL 60637-1426, US",60615,60637,6.38,2023-08-21 13:59:48,2023-08-21 14:12:22
UberX,TRIP,COMPLETED,0.0,0.0,841,7.3,"E Solidarity Dr, Chicago, IL 60605, US","E 58th St, Chicago, IL 60637-1601, US",60605,60637,8.41,2023-08-21 13:25:26,2023-08-21 13:39:27
